"Blocks should be synchronized on ""private final"" fields",95,"0,061168380454449"
Unused type parameters should be removed,92,"0,059236747387466"
Methods returns should not be invariant,92,"0,059236747387466"
Non-thread-safe fields should not be static,91,"0,058592869698472"
Return values from functions without side effects should not be ignored,74,"0,047646948985571"
Zero should not be a possible denominator,69,"0,0444275605406"
"Cloneables should implement ""clone""",68,"0,043783682851606"
"Related ""if/else if"" statements should not have the same condition",59,"0,037988783650658"
BigDecimal(double) should not be used,54,"0,034769395205687"
Synchronization should not be based on Strings or boxed primitives,52,"0,033481639827698"
The Object.finalize() method should not be overriden,51,"0,032837762138704"
Inner class calls to super class methods should be unambiguous,49,"0,031550006760716"
Package declaration should match source file directory,49,"0,031550006760716"
switch statements should not contain non-case labels,47,"0,030262251382727"
Getters and setters should be synchronized in pairs,47,"0,030262251382727"
"Unused ""private"" classes should be removed",45,"0,028974496004739"
"instanceof operators that always return ""true"" or ""false"" should be removed",43,"0,027686740626751"
"Object.wait(...) and ""Condition.await(...)"" should be called inside a ""while"" loop",39,"0,025111229870774"
Loops should not be infinite,38,"0,02446735218178"
notifyAll should be used,32,"0,020604086047814"
Execution of the Garbage Collector should be triggered only by the JVM,30,"0,019316330669826"
"wait(...) should be used instead of ""Thread.sleep(...)"" when a lock is held",26,"0,016740819913849"
"Null should not be returned from a ""Boolean"" method",24,"0,015453064535861"
Raw byte values should not be used in bitwise operations in combination with shifts,24,"0,015453064535861"
"switch statements should not have too many ""case"" clauses",21,"0,013521431468878"
Future keywords should not be used as names,21,"0,013521431468878"
Unused labels should be removed,20,"0,012877553779884"
readResolve methods should be inheritable,19,"0,01223367609089"
Classes should not access their own subclasses during initialization,19,"0,01223367609089"
"Inappropriate ""Collection"" calls should not be made",19,"0,01223367609089"
Silly equality checks should not be made,17,"0,010945920712901"
"URL.hashCode and ""URL.equals"" should be avoided",17,"0,010945920712901"
"Methods ""wait(...)"", ""notify()"" and ""notifyAll()"" should not be called on Thread instances",16,"0,010302043023907"
Silly math should not be performed,16,"0,010302043023907"
for loop increment clauses should modify the loops' counters,13,"0,008370409956925"
Conditionals should start on new lines,12,"0,00772653226793"
Printf-style format strings should not lead to unexpected behavior at runtime,12,"0,00772653226793"
"hashCode and ""toString"" should not be called on array instances",10,"0,006438776889942"
Exception should not be created without being thrown,10,"0,006438776889942"
Variables should not be self-assigned,10,"0,006438776889942"
Inheritance tree of classes should not be too deep,10,"0,006438776889942"
Object.finalize() should remain protected (versus public) when overriding,10,"0,006438776889942"
File.createTempFile should not be used to create a directory,9,"0,005794899200948"
Double-checked locking should not be used,9,"0,005794899200948"
"equals method overrides should accept ""Object"" parameters",8,"0,005151021511954"
Custom serialization method signatures should meet requirements,8,"0,005151021511954"
Map values should not be replaced unconditionally,8,"0,005151021511954"
"Objects should not be created only to ""getClass""",8,"0,005151021511954"
Collections should not be passed as arguments to their own methods,8,"0,005151021511954"
Child class fields should not shadow parent class fields,7,"0,004507143822959"
"The signature of ""finalize()"" should match that of ""Object.finalize()""",7,"0,004507143822959"
Class names should not shadow interfaces or superclasses,7,"0,004507143822959"
"read and ""readLine"" return values should be used",6,"0,003863266133965"
The Object.finalize() method should not be called,6,"0,003863266133965"
"Classes extending java.lang.Thread should override the ""run"" method",6,"0,003863266133965"
"toString() and ""clone()"" methods should not return null",5,"0,003219388444971"
Locks should be released,5,"0,003219388444971"
"Methods should not be named ""hashcode"" or ""equal""",4,"0,002575510755977"
Thread.run() should not be called directly,4,"0,002575510755977"
"wait, ""notify"" and ""notifyAll"" should only be called when a lock is obviously held on an object",4,"0,002575510755977"
Collection sizes and array length comparisons should make sense,4,"0,002575510755977"
Non-serializable classes should not be written,3,"0,001931633066983"
"A ""for"" loop update clause should move the counter in the right direction",3,"0,001931633066983"
ResultSet.isLast() should not be used,3,"0,001931633066983"
Externalizable classes should have no-arguments constructors,2,"0,001287755377988"
Enumeration should not be implemented,2,"0,001287755377988"
"Classes with only ""static"" methods should not be instantiated",2,"0,001287755377988"
Child class methods named for parent class methods should be overrides,2,"0,001287755377988"
Loop conditions should be true at least once,2,"0,001287755377988"
"super.finalize() should be called at the end of ""Object.finalize()"" implementations",1,"0,000643877688994"
"Expressions used in ""assert"" should not produce side effects",1,"0,000643877688994"
"PreparedStatement and ""ResultSet"" methods should be called with valid indices",1,"0,000643877688994"
"StringBuilder and ""StringBuffer"" should not be instantiated with a character",1,"0,000643877688994"
getClass should not be used for synchronization,1,"0,000643877688994"
Optional value should only be accessed after calling isPresent(),1,"0,000643877688994"
Err:510,1,"0,000643877688994"
Silly bit operations should not be performed,0,0
Non-constructor methods should not have the same name as the enclosing class,0,0
"Week Year (""YYYY"") should not be used for date formatting",0,0
Neither DES (Data Encryption Standard) nor DESede (3DES) should be used,0,0
"readObject should not be ""synchronized""",0,0
ScheduledThreadPoolExecutor should not have 0 core threads,0,0
"null should not be used with ""Optional""",0,0
Intermediate Stream methods should not be left unused,0,0
"Threads should not be used where ""Runnables"" are expected",0,0
"Lock objects should not be ""synchronized""",0,0
